LP	Nr produktu 1	Nr produktu 2	Grupa	Nazwa produktu	Producent	Cena netto	Cena brutto
1731	OPR.165448	61188335	MM	hunter ht847 c3 	HUNTER 	156	190,32
1732	OPR.165456	61188391	MM	quest-x qx8771 col.1 	QUEST-X 	253,5	309,27
1733	OPR.165457	61188398	MM	QUEST-X QX8771 COL.2 	QUEST-X 	32,76	39,9672
1734	OPR.165464	61188447	MM	quest-x qx8759 col.2 	QUEST-X 	276,12	336,8664
1735	OPR.165467	61188468	MM	quest-x qx8784 col.2 	QUEST-X 	277,68	338,7696
1736	OPR.165487	61188608	MM	hunter ht833 c1 	HUNTER 	224,64	274,0608
1737	OPR.165488	61188615	MM	hunter ht834 c2 	HUNTER 	263,64	321,6408
1738	OPR.165489	61188622	MM	hunter ht837 c2 	HUNTER 	164,58	200,7876
1739	OPR.165490	61188629	MM	hunter ht843 c1 	HUNTER 	304,2	371,124
1740	OPR.165502	61188713	MM	QUEST-X QX8773 COL.1 	QUEST-X 	95,94	117,0468
1741	OPR.165503	61188720	MM	quest-x qx8773 col.2 	QUEST-X 	300,3	366,366
1742	OPR.165504	61188727	MM	quest-x qx8778 col.1 	QUEST-X 	210,6	256,932
1743	OPR.165505	61188734	MM	quest-x qx8778 col.3 	QUEST-X 	153,66	187,4652
1744	OPR.165570	61189273	MM	angelo futuro af9020 col.4 	ANGELO FUTURO 	165,36	201,7392
1745	OPR.165571	61189280	MM	angelo futuro aft825 col.3 	ANGELO FUTURO 	219,18	267,3996
1746	OPR.165572	61189287	MM	GENTLEMAN GT0980 COL.4 	GENTLEMAN 	97,5	118,95
1747	OPR.165577	61189322	MM	hunter ht826 c1 	HUNTER 	113,88	138,9336
1748	OPR.165578	61189329	MM	hunter ht839 c1 	HUNTER 	243,36	296,8992
1749	OPR.165579	61189336	MM	hunter ht839 c2 	HUNTER 	206,7	252,174
1750	OPR.165580	61189343	MM	hunter ht845 c1 	HUNTER 	152,1	185,562
1751	OPR.165581	61189350	MM	HUNTER HT845 C2 	HUNTER 	85,8	104,676
1752	OPR.165582	61189357	MM	hunter ht845 c3 	HUNTER 	304,98	372,0756
1753	OPR.165583	61189364	MM	HUNTER HT846 C2 	HUNTER 	95,94	117,0468
1754	OPR.165589	61189406	MM	quest-x qx1013 col.18 	QUEST-X 	143,52	175,0944
1755	OPR.165594	61189441	MM	quest-x qx8773 col.3 	QUEST-X 	308,88	376,8336
1756	OPR.165595	61189448	MM	quest-x qx8774 col.1 	QUEST-X 	172,38	210,3036
1757	OPR.165596	61189455	MM	quest-x qx8774 col.2 	QUEST-X 	269,88	329,2536
1758	OPR.165597	61189462	MM	hunter ht835 c3 	HUNTER 	181,74	221,7228
1759	OPR.165598	61189469	MM	HUNTER HT840 C2 	HUNTER 	66,3	80,886
1760	OPR.165599	61189476	MM	HUNTER HT844 C2 	HUNTER 	39,78	48,5316
1761	OPR.165601	61189490	MM	hunter ht847 c1 	HUNTER 	127,92	156,0624
1762	OPR.165602	61189497	MM	hunter ht848 c3 	HUNTER 	151,32	184,6104
1763	OPR.165605	61189518	MM	quest-x qx8769 col.3 	QUEST-X 	284,7	347,334
1764	OPR.165606	61189525	MM	quest-x qx8779 col.2 	QUEST-X 	211,38	257,8836
1765	OPR.165607	61189532	MM	quest-x qx8784 col.1 	QUEST-X 	252,72	308,3184
1766	OPR.165821	61191058	MM	gentleman gt0841 col.1 	GENTLEMAN 	131,04	159,8688
1767	OPR.165952	61192227	MM	quest-x qx1105 col.1 	QUEST-X 	171,6	209,352
1768	OPR.165953	61192234	MM	quest-x qx1105 col.2 	QUEST-X 	170,04	207,4488
1769	OPR.165954	61192241	MM	quest-x qx1105 col.3 	QUEST-X 	124,8	152,256
1770	OPR.165955	61192248	MM	quest-x qx8780 col.1 	QUEST-X 	130,26	158,9172
1771	OPR.165956	61192255	MM	quest-x qx8780 col.3 	QUEST-X 	226,2	275,964
1772	OPR.165984	61192451	MM	QUEST-X QX8767 COL.2 	QUEST-X 	82,68	100,8696
1773	OPR.165985	61192458	MM	QUEST-X QX8780 COL.2 	QUEST-X 	55,38	67,5636
1774	OPR.166258	61194691	MM	angelo futuro af9031 col.1 	ANGELO FUTURO 	259,74	316,8828
1775	OPR.166259	61194698	MM	angelo futuro af9031 col.2 	ANGELO FUTURO 	290,94	354,9468
1776	OPR.166260	61194705	MM	gentleman gt748ti col.1 	GENTLEMAN 	188,76	230,2872
1777	OPR.166261	61194712	MM	QUEST-X QX1106 COL.2 	QUEST-X 	54,6	66,612
1778	OPR.166262	61194719	MM	quest-x qx8770 col.2 	QUEST-X 	226,2	275,964
1779	OPR.166382	61195559	MM	GENTLEMAN GT0841 COL.2 	GENTLEMAN 	79,56	97,0632
1780	OPR.166622	61197827	MM	angelo futuro af9031 col.3 	ANGELO FUTURO 	305,76	373,0272
1781	OPR.166652	61198324	MM	hunter ht847 c2 	HUNTER 	241,02	294,0444
1782	OPR.166659	61198373	MM	quest-x qx1106 col.3 	QUEST-X 	216,06	263,5932
1783	OPR.166815	61201124	MM	quest-x qx1106 col.1 	QUEST-X 	265,98	324,4956
1784	OPR.167466	61206094	MM	quest-x qx006 col.4 	QUEST-X 	159,12	194,1264
1785	OPR.167467	61206101	MM	QUEST-X QX007 COL.1 	QUEST-X 	94,38	115,1436
1786	OPR.167468	61206108	MM	QUEST-X QX007 COL.2 	QUEST-X 	37,44	45,6768
1787	OPR.167469	61206115	MM	QUEST-X QX008 COL.1 	QUEST-X 	92,04	112,2888
1788	OPR.167470	61206122	MM	quest-x qx008 col.2 	QUEST-X 	236,34	288,3348
1789	OPR.167471	61206129	MM	quest-x qx1104 col.1 	QUEST-X 	285,48	348,2856
1790	OPR.167473	61206143	MM	QUEST-X QX1107 COL.2 	QUEST-X 	83,46	101,8212
1791	OPR.167474	61206150	MM	QUEST-X QX1107 COL.3 	QUEST-X 	59,28	72,3216
1792	OPR.167475	61206157	MM	QUEST-X QX8778 COL.2 	QUEST-X 	95,16	116,0952
1793	OPR.168525	61215243	MM	ANGELO FUTURO AFT848 COL.1 	ANGELO FUTURO 	50,7	61,854
1794	OPR.168526	61215250	MM	ANGELO FUTURO AFT848 COL.2 	ANGELO FUTURO 	87,36	106,5792
1795	OPR.168527	61215257	MM	ANGELO FUTURO AFT848 COL.3 	ANGELO FUTURO 	88,14	107,5308
1796	OPR.168534	61215306	MM	angelo futuro aft861 col.1 	ANGELO FUTURO 	299,52	365,4144
1797	OPR.168535	61215313	MM	angelo futuro aft861 col.2 	ANGELO FUTURO 	199,68	243,6096
1798	OPR.168536	61215320	MM	ANGELO FUTURO AFT861 COL.3 	ANGELO FUTURO 	67,86	82,7892
1799	OPR.168556	61215460	MM	ANGELO FUTURO AFT876 COL.1 	ANGELO FUTURO 	99,84	121,8048
1800	OPR.168557	61215467	MM	angelo futuro aft876 col.3 	ANGELO FUTURO 	156	190,32
1801	OPR.168558	61215474	MM	angelo futuro aft877 col.1 	ANGELO FUTURO 	168,48	205,5456
1802	OPR.168559	61215481	MM	GENTLEMAN GT-6000 COL.1 	GENTLEMAN 	47,58	58,0476
1803	OPR.168560	61215488	MM	gentleman gt-6000 col.2 	GENTLEMAN 	137,28	167,4816
1804	OPR.168561	61215495	MM	gentleman gt-6000 col.3 	GENTLEMAN 	286,26	349,2372
1805	OPR.168657	61216237	MM	hunter ht842 c3 	HUNTER 	223,08	272,1576
1806	OPR.168662	61216279	MM	quest-x qx1108 col.1 	QUEST-X 	102,18	124,6596
1807	OPR.168663	61216286	MM	quest-x qx1108 col.2 	QUEST-X 	118,56	144,6432
1808	OPR.168905	61218393	MM	HUNTER HT835 C2 	HUNTER 	67,08	81,8376
1809	OPR.169177	61220430	MM	QUEST-X QX1108 COL.3 	QUEST-X 	61,62	75,1764
1810	OPR.169207	61220759	MM	ANGELO FUTURO AF-T876 COL.2 	ANGELO FUTURO 	48,36	58,9992
1811	OPR.169208	61220766	MM	angelo futuro af-t878 col.2 	ANGELO FUTURO 	190,32	232,1904
1812	OPR.169270	61221361	MM	angelo futuro af-t877 col.2 	ANGELO FUTURO 	254,28	310,2216
1813	OPR.169271	61221368	MM	angelo futuro af-t877 col.3 	ANGELO FUTURO 	288,6	352,092
1814	OPR.169275	61221396	MM	angelo futuro aft864 col.2 	ANGELO FUTURO 	130,26	158,9172
1815	OPR.169281	61221452	MM	GENTLEMAN GT1241-07 COL.2 	GENTLEMAN 	85,8	104,676
1816	OPR.169522	61224378	MM	ANGELO FUTURO AFT878 COL.1 	ANGELO FUTURO 	41,34	50,4348
1817	OPR.169591	61225393	MM	angelo futuro aft864 col.3 	ANGELO FUTURO 	211,38	257,8836
1818	OPR.169594	61225414	MM	hunter ht823a c1 	HUNTER 	251,16	306,4152
1819	OPR.169595	61225421	MM	hunter ht851 c1 	HUNTER 	265,98	324,4956
1820	OPR.169599	61225540	MM	angelo futuro aft866 col.1 	ANGELO FUTURO 	147,42	179,8524
1821	OPR.169600	61225547	MM	angelo futuro aft866 col.2 	ANGELO FUTURO 	156,78	191,2716
1822	OPR.169601	61225554	MM	angelo futuro aft888 col.1 	ANGELO FUTURO 	278,46	339,7212
1823	OPR.169602	61225561	MM	angelo futuro aft888 col.2 	ANGELO FUTURO 	242,58	295,9476
1824	OPR.169603	61225568	MM	angelo futuro aft890 col.1 	ANGELO FUTURO 	248,04	302,6088
1825	OPR.169645	61226128	MM	angelo futuro aft866 col.3 	ANGELO FUTURO 	163,8	199,836
1826	OPR.169649	61226156	MM	ANGELO FUTURO AFT888 COL.3 	ANGELO FUTURO 	92,82	113,2404
1827	OPR.169650	61226163	MM	angelo futuro aft889 col.1 	ANGELO FUTURO 	258,96	315,9312
1828	OPR.169651	61226170	MM	angelo futuro aft889 col.2 	ANGELO FUTURO 	311,22	379,6884
1829	OPR.169652	61226177	MM	angelo futuro aft889 col.3 	ANGELO FUTURO 	135,72	165,5784
1830	OPR.169655	61226198	MM	GENTLEMAN GT0849 COL.1 	GENTLEMAN 	81,12	98,9664
1831	OPR.169656	61226205	MM	GENTLEMAN GT0849 COL.2 	GENTLEMAN 	66,3	80,886
1832	OPR.169657	61226212	MM	gentleman gt0849 col.3 	GENTLEMAN 	101,4	123,708
1833	OPR.169689	61226436	MM	hunter ht823a c2 	HUNTER 	169,26	206,4972
1834	OPR.169690	61226443	MM	hunter ht823a c3 	HUNTER 	208,26	254,0772
1835	OPR.169691	61226450	MM	hunter ht851 c2 	HUNTER 	202,02	246,4644
1836	OPR.169692	61226457	MM	hunter ht851 c3 	HUNTER 	150,54	183,6588
1837	OPR.169694	61226471	MM	quest-x qx8786 col.1 	QUEST-X 	311,22	379,6884
1838	OPR.169695	61226478	MM	quest-x qx8786 col.2 	QUEST-X 	108,42	132,2724
1839	OPR.169703	61226667	MM	ANGELO FUTURO AFT864 COL.1 	ANGELO FUTURO 	83,46	101,8212
1840	OPR.169704	61226674	MM	gentleman gt813 col.4 	GENTLEMAN 	108,42	132,2724
1841	OPR.169705	61226681	MM	gentleman gt819 col.4 	GENTLEMAN 	289,38	353,0436
1842	OPR.169706	61226695	MM	GENTLEMAN GT723 COL.4 	GENTLEMAN 	55,38	67,5636
1843	OPR.170183	61230489	MM	hunter ht840 c3 	HUNTER 	130,26	158,9172
1844	OPR.170473	61232946	MM	HUNTER HT849 C1 	HUNTER 	47,58	58,0476
1845	OPR.170474	61232953	MM	hunter ht849 c3 	HUNTER 	148,2	180,804
1846	OPR.170584	61234017	MM	angelo futuro af-t883 col.1 	ANGELO FUTURO 	276,12	336,8664
1847	OPR.170585	61234024	MM	angelo futuro aft886 col.1 	ANGELO FUTURO 	283,14	345,4308
1848	OPR.170586	61234031	MM	angelo futuro aft886 col.2 	ANGELO FUTURO 	209,82	255,9804
1849	OPR.170587	61234038	MM	gentleman gt0812 col.1 	GENTLEMAN 	132,6	161,772
1850	OPR.170588	61234045	MM	QUEST-X QX8752A COL.1 	QUEST-X 	38,22	46,6284
1851	OPR.170589	61234052	MM	quest-x qx8752a col.2 	QUEST-X 	251,16	306,4152
1852	OPR.170590	61234059	MM	QUEST-X QX8752A COL.3 	QUEST-X 	41,34	50,4348
1853	OPR.170614	61234276	MM	hunter ht849 c2 	HUNTER 	260,52	317,8344
1854	OPR.170863	61236355	MM	quest-x qx8793 col.1 	QUEST-X 	109,98	134,1756
1855	OPR.170864	61236362	MM	quest-x qx8739 col.2 	QUEST-X 	144,3	176,046
1856	OPR.171040	61237804	MM	HUNTER HT853 C1 	HUNTER 	63,96	78,0312
1857	OPR.171041	61237811	MM	HUNTER HT853 C2 	HUNTER 	74,88	91,3536
1858	OPR.171223	61239386	MM	angelo futuro aft880 col.1 	ANGELO FUTURO 	101,4	123,708
1859	OPR.171224	61239393	MM	ANGELO FUTURO AFT880 COL.2 	ANGELO FUTURO 	73,32	89,4504
1860	OPR.171225	61239400	MM	ANGELO FUTURO AFT880 COL.3 	ANGELO FUTURO 	50,7	61,854
1861	OPR.171228	61239421	MM	angelo futuro aft883 col.2 	ANGELO FUTURO 	305,76	373,0272
1862	OPR.171229	61239428	MM	angelo futuro aft883 col.3 	ANGELO FUTURO 	140,4	171,288
1863	OPR.171230	61239435	MM	angelo futuro aft883 col.4 	ANGELO FUTURO 	107,64	131,3208
1864	OPR.171231	61239442	MM	angelo futuro aft884 col.1 	ANGELO FUTURO 	238,68	291,1896
1865	OPR.171232	61239449	MM	angelo futuro aft884 col.2 	ANGELO FUTURO 	288,6	352,092
1866	OPR.171233	61239456	MM	angelo futuro aft884 col.3 	ANGELO FUTURO 	127,92	156,0624
1867	OPR.171242	61239519	MM	gentleman gt0852 ti col.1 	GENTLEMAN 	114,66	139,8852
1868	OPR.171243	61239526	MM	gentleman gt0852 ti col.2 	GENTLEMAN 	101,4	123,708
1869	OPR.171245	61239540	MM	HUNTER HT852 COL.1 	HUNTER 	82,68	100,8696
1870	OPR.171246	61239547	MM	hunter ht852 col.2 	HUNTER 	142,74	174,1428
1871	OPR.171247	61239554	MM	hunter ht852 col.3 	HUNTER 	114,66	139,8852
1872	OPR.171248	61239561	MM	HUNTER HT853 COL.3 	HUNTER 	78	95,16
1873	OPR.171249	61239568	MM	QUEST-X QX8787 COL.1 	QUEST-X 	84,24	102,7728
1874	OPR.171250	61239575	MM	QUEST-X QX8787 COL.2 	QUEST-X 	64,74	78,9828
1875	OPR.171251	61239582	MM	QUEST-X QX8787 COL.3 	QUEST-X 	58,5	71,37
1876	OPR.171255	61239610	MM	QUEST-X QX8796 COL.1 	QUEST-X 	56,16	68,5152
1877	OPR.171256	61239617	MM	quest-x qx8796 col.2 	QUEST-X 	262,08	319,7376
1878	OPR.171257	61239624	MM	quest-x qx8796 col.3 	QUEST-X 	258,18	314,9796
1879	OPR.171778	61243999	MM	angelo futuro aft912 col.1 	ANGELO FUTURO 	109,2	133,224
1880	OPR.171779	61244006	MM	angelo futuro aft912 col.2 	ANGELO FUTURO 	180,96	220,7712
1881	OPR.171780	61244013	MM	angelo futuro aft912 col.3 	ANGELO FUTURO 	118,56	144,6432
1882	OPR.171796	61244125	MM	gentleman gt0847 col.1 	GENTLEMAN 	134,94	164,6268
1883	OPR.171797	61244132	MM	GENTLEMAN GT0847 COL.2 	GENTLEMAN 	75,66	92,3052
1884	OPR.171804	61244181	MM	quest-x qx010 col.1 	QUEST-X 	278,46	339,7212
1885	OPR.171805	61244188	MM	quest-x qx010 col.2 	QUEST-X 	195	237,9
1886	OPR.171806	61244195	MM	quest-x qx010 col.3 	QUEST-X 	189,54	231,2388
1887	OPR.171807	61244202	MM	QUEST-X QX011 COL.1 	QUEST-X 	36,66	44,7252
1888	OPR.171808	61244209	MM	QUEST-X QX011 COL.2 	QUEST-X 	33,54	40,9188
1889	OPR.171809	61244216	MM	QUEST-X QX011 COL.3 	QUEST-X 	69,42	84,6924
1890	OPR.171813	61244244	MM	quest-x qx013 col.1 	QUEST-X 	273	333,06
1891	OPR.171814	61244251	MM	QUEST-X QX013 COL.2 	QUEST-X 	89,7	109,434
1892	OPR.171815	61244258	MM	quest-x qx013 col.3 	QUEST-X 	273,78	334,0116
1893	OPR.171816	61244265	MM	quest-x qx014 col.1 	QUEST-X 	115,44	140,8368
1894	OPR.171817	61244272	MM	quest-x qx014 col.2 	QUEST-X 	217,62	265,4964
1895	OPR.171818	61244279	MM	QUEST-X QX014 COL.3 	QUEST-X 	74,88	91,3536
1896	OPR.171819	61244286	MM	quest-x qx015 col.1 	QUEST-X 	215,28	262,6416
1897	OPR.171820	61244293	MM	quest-x qx015 col.2 	QUEST-X 	148,98	181,7556
1898	OPR.171821	61244300	MM	quest-x qx015 col.3 	QUEST-X 	269,1	328,302
1899	OPR.171822	61244307	MM	QUEST-X QX017 COL.1 	QUEST-X 	56,94	69,4668
1900	OPR.171823	61244314	MM	quest-x qx017 col.2 	QUEST-X 	113,1	137,982
1901	OPR.171824	61244321	MM	quest-x qx017 col.3 	QUEST-X 	162,24	197,9328
1902	OPR.171825	61244328	MM	quest-x qx019 col.1 	QUEST-X 	111,54	136,0788
1903	OPR.171826	61244335	MM	quest-x qx019 col.3 	QUEST-X 	119,34	145,5948
1904	OPR.171920	61245175	MM	gentleman gt-755 col.3 	GENTLEMAN 	206,7	252,174
1905	OPR.172135	61246855	MM	quest-x qx019 col.2 	QUEST-X 	133,38	162,7236
1906	OPR.172427	61249060	MM	ANGELO FUTURO AFT902 COL.1 	ANGELO FUTURO 	68,64	83,7408
1907	OPR.172428	61249067	MM	angelo futuro aft902 col.2 	ANGELO FUTURO 	162,24	197,9328
1908	OPR.172429	61249074	MM	ANGELO FUTURO AFT902 COL.3 	ANGELO FUTURO 	56,94	69,4668
1909	OPR.172433	61249102	MM	angelo futuro aft910 col.1 	ANGELO FUTURO 	180,18	219,8196
1910	OPR.172434	61249109	MM	angelo futuro aft910 col.2 	ANGELO FUTURO 	213,72	260,7384
1911	OPR.172435	61249116	MM	angelo futuro aft910 col.3 	ANGELO FUTURO 	146,64	178,9008
1912	OPR.172562	61250075	MM	quest-x qx1104 col.3 	QUEST-X 	170,04	207,4488
1913	OPR.172849	61252140	MM	angelo futuro aft911 col.1 	ANGELO FUTURO 	205,92	251,2224
1914	OPR.172850	61252147	MM	ANGELO FUTURO AFT911 COL.2 	ANGELO FUTURO 	35,88	43,7736
1915	OPR.172907	61252574	MM	angelo futuro aft908 col.1 	ANGELO FUTURO 	211,38	257,8836
1916	OPR.172908	61252581	MM	angelo futuro aft908 col.2 	ANGELO FUTURO 	214,5	261,69
1917	OPR.172909	61252588	MM	angelo futuro aft908 col.3 	ANGELO FUTURO 	202,8	247,416
1918	OPR.172913	61252616	MM	ANGELO FUTURO AFT918 COL.1 	ANGELO FUTURO 	79,56	97,0632
1919	OPR.172914	61252623	MM	angelo futuro aft918 col.2 	ANGELO FUTURO 	131,04	159,8688
1920	OPR.172915	61252630	MM	ANGELO FUTURO AFT918 COL.3 	ANGELO FUTURO 	64,74	78,9828
1921	OPR.172919	61252658	MM	gentleman gt0848 col.1 	GENTLEMAN 	116,22	141,7884
1922	OPR.172920	61252665	MM	gentleman gt0848 col.2 	GENTLEMAN 	248,04	302,6088
1923	OPR.172921	61252672	MM	gentleman gt0848 col.3 	GENTLEMAN 	141,96	173,1912
1924	OPR.172922	61252679	MM	HUNTER HT900 COL.1 	HUNTER 	64,74	78,9828
1925	OPR.172923	61252686	MM	hunter ht900 col.2 	HUNTER 	184,08	224,5776
1926	OPR.172924	61252693	MM	hunter ht900 col.3 	HUNTER 	258,18	314,9796
1927	OPR.172925	61252700	MM	hunter ht900 col.4 	HUNTER 	101,4	123,708
1928	OPR.172926	61252707	MM	quest-x qx8800 col.1 	QUEST-X 	241,02	294,0444
1929	OPR.172927	61252714	MM	quest-x qx8800 col.2 	QUEST-X 	109,98	134,1756
1930	OPR.172928	61252721	MM	quest-x qx8800 col.3 	QUEST-X 	305,76	373,0272
1931	OPR.172982	61253113	MM	angelo futuro aft895 col.1 	ANGELO FUTURO 	126,36	154,1592
1932	OPR.172983	61253120	MM	angelo futuro aft895 col.2 	ANGELO FUTURO 	273	333,06
1933	OPR.172984	61253127	MM	angelo futuro aft895 col.3 	ANGELO FUTURO 	196,56	239,8032
1934	OPR.172986	61253141	MM	angelo futuro aft906 col.2 	ANGELO FUTURO 	201,24	245,5128
1935	OPR.172987	61253148	MM	angelo futuro aft906 col.3 	ANGELO FUTURO 	157,56	192,2232
1936	OPR.172991	61253176	MM	ANGELO FUTURO AFT914 COL.1 	ANGELO FUTURO 	56,16	68,5152
1937	OPR.172992	61253183	MM	angelo futuro aft914 col.2 	ANGELO FUTURO 	105,3	128,466
1938	OPR.172993	61253190	MM	angelo futuro aft914 col.3 	ANGELO FUTURO 	229,32	279,7704
1939	OPR.173061	61253687	MM	angelo futuro aft903 col.2 	ANGELO FUTURO 	197,34	240,7548
1940	OPR.173062	61253694	MM	ANGELO FUTURO AFT903 COL.3 	ANGELO FUTURO 	39,78	48,5316
1941	OPR.173408	61256137	MM	HUNTER HT901 COL.1 	HUNTER 	67,08	81,8376
1942	OPR.173409	61256144	MM	HUNTER HT901 COL.2 	HUNTER 	42,9	52,338
1943	OPR.173410	61256151	MM	HUNTER HT901 COL.3 	HUNTER 	90,48	110,3856
1944	OPR.173411	61256158	MM	hunter ht902 col.1 	HUNTER 	285,48	348,2856
1945	OPR.173412	61256165	MM	hunter ht902 col.2 	HUNTER 	179,4	218,868
1946	OPR.173413	61256172	MM	hunter ht903 col.1 	HUNTER 	167,7	204,594
1947	OPR.173414	61256179	MM	hunter ht903 col.3 	HUNTER 	101,4	123,708
1948	OPR.173415	61256186	MM	HUNTER HT904 COL.1 	HUNTER 	45,24	55,1928
1949	OPR.173416	61256193	MM	hunter ht904 col.2 	HUNTER 	168,48	205,5456
1950	OPR.173417	61256200	MM	HUNTER HT904 COL.3 	HUNTER 	81,9	99,918
1951	OPR.173418	61256207	MM	hunter ht905 col.1 	HUNTER 	160,68	196,0296
1952	OPR.173419	61256214	MM	hunter ht905 col.2 	HUNTER 	298,74	364,4628
1953	OPR.173420	61256221	MM	HUNTER HT905 COL.3 	HUNTER 	73,32	89,4504
1954	OPR.173421	61256228	MM	quest-x qx8797 col.1 	QUEST-X 	196,56	239,8032
1955	OPR.173422	61256235	MM	quest-x qx8797 col.2 	QUEST-X 	221,52	270,2544
1956	OPR.173423	61256242	MM	quest-x qx8797 col.3 	QUEST-X 	252,72	308,3184
1957	OPR.173493	61256732	MM	ANGELO FUTURO AFT904 COL.3 	ANGELO FUTURO 	39,78	48,5316
1958	OPR.173495	61256746	MM	angelo futuro aft916 col.1 	ANGELO FUTURO 	123,24	150,3528
1959	OPR.173496	61256753	MM	angelo futuro aft916 col.1 	ANGELO FUTURO 	234	285,48
1960	OPR.173497	61256760	MM	angelo futuro aft916 col.3 	ANGELO FUTURO 	138,84	169,3848
1961	OPR.173503	61256802	MM	hunter ht903 col.2 	HUNTER 	131,04	159,8688
1962	OPR.173654	61258447	MM	gentleman gt0857 col.1 	GENTLEMAN 	218,4	266,448
1963	OPR.173655	61258454	MM	GENTLEMAN GT0857 COL.2 	GENTLEMAN 	88,14	107,5308
1964	OPR.173656	61258461	MM	gentleman gt0858 col.1 	GENTLEMAN 	275,34	335,9148
1965	OPR.173657	61258468	MM	gentleman gt0858 col.2 	GENTLEMAN 	118,56	144,6432
1966	OPR.173658	61258475	MM	gentleman gt0859 col.2 	GENTLEMAN 	159,9	195,078
1967	OPR.173659	61258482	MM	gentleman gt0859 col.3 	GENTLEMAN 	282,36	344,4792
1968	OPR.173660	61258489	MM	gentleman gt0861 ti col.1 	GENTLEMAN 	112,32	137,0304
1969	OPR.173661	61258496	MM	gentleman gt0861 ti col.2 	GENTLEMAN 	102,96	125,6112
1970	OPR.173662	61258503	MM	gentleman gt0861 ti col.3 	GENTLEMAN 	222,3	271,206
1971	OPR.173663	61258510	MM	GENTLEMAN GT0862 COL.1 	GENTLEMAN 	87,36	106,5792
1972	OPR.173664	61258517	MM	GENTLEMAN GT0862 COL.2 	GENTLEMAN 	68,64	83,7408
1973	OPR.173665	61258524	MM	GENTLEMAN GT0862 COL.3 	GENTLEMAN 	99,84	121,8048
1974	OPR.173666	61258531	MM	GENTLEMAN GT0863 COL.1 	GENTLEMAN 	67,86	82,7892
1975	OPR.173667	61258538	MM	GENTLEMAN GT0863 COL.2 	GENTLEMAN 	43,68	53,2896
1976	OPR.173668	61258545	MM	gentleman gt0864 col.1 	GENTLEMAN 	170,04	207,4488
1977	OPR.173669	61258552	MM	gentleman gt0864 col.2 	GENTLEMAN 	237,12	289,2864
1978	OPR.173670	61258559	MM	GENTLEMAN GT0866 COL.2 	GENTLEMAN 	71,76	87,5472
1979	OPR.173671	61258566	MM	gentleman gt0866 col.3 	GENTLEMAN 	265,98	324,4956
1980	OPR.173672	61258573	MM	gentleman gt0867 col.1 	GENTLEMAN 	167,7	204,594
1981	OPR.173673	61258580	MM	gentleman gt0867 col.2 	GENTLEMAN 	165,36	201,7392
1982	OPR.173674	61258587	MM	gentleman gt0867 col.3 	GENTLEMAN 	108,42	132,2724
1983	OPR.173745	61263823	MM	gentleman gt0860 col.3 	GENTLEMAN 	283,14	345,4308
1984	OPR.173944	61265475	MM	gentleman gt0857 col.3 	GENTLEMAN 	209,04	255,0288
1985	OPR.173945	61265482	MM	gentleman gt0859 col.1 	GENTLEMAN 	253,5	309,27
1986	OPR.173946	61265489	MM	gentleman gt0860 col.1 	GENTLEMAN 	191,1	233,142
1987	OPR.173947	61265496	MM	GENTLEMAN GT0860 COL.2 	GENTLEMAN 	69,42	84,6924
1988	OPR.173948	61265503	MM	gentleman gt0867 col.4 	GENTLEMAN 	273	333,06
1989	OPR.174046	61266203	MM	gentleman gt854 col.3 	GENTLEMAN 	240,24	293,0928
1990	OPR.174047	61266210	MM	gentleman gt866 col.1 	GENTLEMAN 	170,82	208,4004
1991	OPR.174214	61267379	MM	GENTLEMAN GT853 COL.1 	GENTLEMAN 	44,46	54,2412
1992	OPR.174215	61267386	MM	gentleman gt856 col.1 	GENTLEMAN 	139,62	170,3364
1993	OPR.174216	61267393	MM	gentleman gt856 col.2 	GENTLEMAN 	218,4	266,448
1994	OPR.174351	61268352	MM	HUNTER HT918 COL.1 	HUNTER 	37,44	45,6768
1995	OPR.174352	61268359	MM	hunter ht918 col.2 	HUNTER 	232,44	283,5768
1996	OPR.174353	61268366	MM	hunter ht918 col.3 	HUNTER 	131,82	160,8204
1997	OPR.174354	61268373	MM	hunter ht920 col.1 	HUNTER 	115,44	140,8368
1998	OPR.174355	61268380	MM	hunter ht920 col.2 	HUNTER 	230,1	280,722
1999	OPR.174356	61268387	MM	hunter ht920 col.3 	HUNTER 	133,38	162,7236
2000	OPR.174367	61268464	MM	quest-x qx8781a col.1 	QUEST-X 	148,2	180,804
2001	OPR.174368	61268471	MM	QUEST-X QX8781A COL.2 	QUEST-X 	41,34	50,4348
2002	OPR.174624	61270914	MM	gentleman gtf03 col.02 	GENTLEMAN 	275,34	335,9148
2003	OPR.174636	61270998	MM	angelo futuro aft923 col.1 	ANGELO FUTURO 	244,14	297,8508
2004	OPR.174648	61271082	MM	angelo futuro aft923 col.2 	ANGELO FUTURO 	212,94	259,7868
2005	OPR.174649	61271089	MM	ANGELO FUTURO AFT923 COL.3 	ANGELO FUTURO 	84,24	102,7728
2006	OPR.174650	61271096	MM	angelo futuro aft923 col.4 	ANGELO FUTURO 	202,8	247,416
2007	OPR.174662	61271180	MM	HUNTER HT914 COL.1 	HUNTER 	53,04	64,7088
2008	OPR.174663	61271187	MM	hunter ht914 col.2 	HUNTER 	164,58	200,7876
2009	OPR.174664	61271194	MM	hunter ht914 col.3 	HUNTER 	120,9	147,498
