nazwisko,liczba
CZARNECKA-POPKO,2
CZARNECKA-RYBANDT,2
CZARNECKA-STASZOK,2
CZARNECKA-SZYMAŃSKA,2
CZARNECKA-URBAN,2
CZARNECKA-WALCZAK,2
CZARNECKA-WIATR,2
CZARNECKA-WIERTEL,2
CZARNECKA-WILK,2
CZARNECKA-WIĄCEK,2
CZARNECKA-WIŚNIEWSKA,2
CZARNECKA-ZAJĄC,2
CZARNECKA-ZGODA,2
CZARNECKA-ŚLIWIŃSKA,2
CZARNECKI KLIN,2
CZARNEŃKO,2
CZARNIAK-PAJĄK,2
CZARNIEVICZ FELDER,2
CZARNIJ,2
CZARNIUK,2
CZARNOBREWY,2
CZARNOBRYWY,2
CZARNOBÓJ,2
CZARNOGREBEL,2
CZARNOGREDZKA,2
CZARNOJAHN,2
CZARNOPIS,2
CZARNOPOLSKA-LARISCH,2
CZARNOPYS,2
CZARNOSZ,2
CZARNOTA-STEMAR,2
CZARNOTA-ZARRO,2
CZARNOWSKA-FROŃ,2
CZARNOWSKA-FRĄK,2
CZARNOWSKA-GRZEMSKA,2
CZARNOWĄS,2
CZARNULAK,2
CZARNY-KROPIWNICKA,2
CZAROS,2
CZARSKA-MANSOUR,2
CZARSKI-JACHIMOWICZ,2
CZARTORYSKA-KACPROWICZ,2
CZARTORYSKI ROSTWOROWSKI-MYCIELSKI ANDERSON SCIMONE,2
CZARTOWICZ,2
CZASIUK,2
CZASIUK-DENKIEWICZ,2
CZASTOR,2
CZASZUN,2
CZATIKJAN,2
CZAUNER,2
CZAUSKA,2
CZAWKOWSKA,2
CZAYKOWSKY,2
CZAŁDYSZKIN,2
CZAŁMA,2
CZCIŃSKA,2
CZEBEK-SZEBEK,2
CZEBEREŃCZYK,2
CZEBIENIAK-JATKOWSKA,2
CZEBINIAK,2
CZEBOTARIOWA,2
CZEBOTARIUNAS,2
CZECH FOSKETT,2
CZECH MARZOUK,2
CZECH-BIELAK,2
CZECH-CZARNECKA,2
CZECH-DUDEK,2
CZECH-KOWALCZYK,2
CZECH-KOWALSKA,2
CZECH-KRAWCZYK,2
CZECH-MATUSZCZYK,2
CZECH-RAHIM,2
CZECH-WITEK,2
CZECH-WŁODARCZYK,2
CZECH-ŚMIAŁKOWSKA,2
CZECHAL,2
CZECHAN,2
CZECHANOWSKI,2
CZECHAROWSKA,2
CZECHMESZYŃSKA,2
CZECHNICKA,2
CZECHOVÁ,2
CZECHOWICZ-JEZIORSKA,2
CZECHOWSKA-DOLATA,2
CZECHOWSKA-FEDOWSKA,2
CZECHOWSKA-JAMROZIŃSKA,2
CZECHOWSKA-PEREKIETKA,2
CZECHOWSKA-SALZMAN,2
CZECZELEWSKI,2
CZECZOT-WŁODARCZYK,2
CZECZOTEK,2
CZECZOTT-MAĆKOWIAK,2
CZECZUCHA,2
CZECZUJ,2
CZECZUŁOWSKA,2
CZEGLAREK,2
CZEGUŚ,2
CZEKAJOVÁ,2
CZEKAJOWSKA,2
CZEKAJŁO-BRODA,2
CZEKAJŁO-GERMER,2
CZEKALSKA-OPOCZKO,2
CZEKAN-RESZKA,2
CZEKANOW,2
CZEKIETA,2
CZEKMARIEWA,2
CZEKOWSKA,2
CZEKUTIS,2
CZELAGA,2
CZELAKOWSKA-ZUGAJ,2
CZELCOWA,2
CZELDAR,2
CZELDIJEW,2
CZELEBIEW,2
CZELEJCZYK,2
CZELINSKA,2
CZELLIK,2
CZELUSKA,2
CZELUSTEK,2
CZELUSZKI,2
CZELUSZKI-MULARCZYK,2
CZEMEŻYŃSKA,2
CZEMIELIPSKA,2
CZEMIER,2
CZEMIER-WOŁONCIEJ,2
CZEMPIŃSKA-JANKIEWICZ,2
CZENAN,2
CZENCZ,2
CZENCZEK-NOWAK,2
CZENE,2
CZENESZEW,2
CZENGERY,2
CZENS,2
CZEPAN-CHOLEWIŃSKA,2
CZEPELEW,2
CZEPIEL-OSONDU,2
CZEPIELEWSKI,2
CZEPIELIŃSKA,2
CZEPIŃSKA-FALKEID,2
CZEPKOWSKA-PAWLAK,2
CZEPOK,2
CZEPOWA,2
CZEPPE,2
CZEPPIL,2
CZEPUKAS,2
CZEPUKOJĆ VEL CZEPUKOWICZ,2
CZEPULIS-SZYSZKA,2
CZEPUR,2
CZEPURA,2
CZEPUŁKOWSKA-SANTOS,2
CZERAPIŃSKA,2
CZERASZEWSKI,2
CZERC,2
CZERCZAK-PLISZCZYŃSKA,2
CZEREBA-MROCZKA,2
CZERECHOWICZ-CZERNIAK,2
CZEREDRECKI,2
CZEREMSKI,2
CZEREMSZCZYŃSKA,2
CZERENOWICZ,2
CZEREPACHA,2
CZEREPEK,2
CZERESNIA WAKRAT,2
CZEREWATYJ,2
CZEREWKA,2
CZEREŚNIA,2
CZERGA,2
CZERKANOWICZ,2
CZERKAWSKA-OLEKSY,2
CZERKAWSKA-ZIELIŃSKA,2
CZERKEZOWA,2
CZERKOWSKI,2
CZERKWIŃSKA,2
CZERLIK-KASJAN,2
CZERLITZA,2
CZERLITZKA,2
CZERMAK-WĄCŁAWSKA,2
CZERMIN,2
CZERMIŃSKA-MĄKINIA,2
CZERNECKA-KOŻUCH,2
CZERNECKA-RUTKA,2
CZERNEDA,2
CZERNEK-PACIA,2
CZERNEK-SOARES,2
CZERNELECKA,2
CZERNEROVA,2
CZERNESZEWICZ,2
CZERNEWSKA-LEHMANN,2
CZERNI,2
CZERNIAKOWSKA-WENCEL,2
CZERNIAKOWSKA-WRÓBEL,2
CZERNIAKÓW,2
CZERNIAWSKA-KOWALSKA,2
CZERNIAŃSKA,2
CZERNICHOWSKA-REDYK,2
CZERNICHOWSKI,2
CZERNICKA-PODRAŻA,2
CZERNIE,2
CZERNIEC-KUCZYŃSKA,2
CZERNIEJEWSKA-BAJURA,2
CZERNIENKO-BARTCZAK,2
CZERNIGA-BRZOZA,2
CZERNIKOWA,2
CZERNINOGA,2
CZERNIS-MIŚKIEL,2
CZERNOCHOWSKA,2
CZERNOPISKAJA,2
CZERNUCHO,2
CZERNUSZENKO-PASS,2
CZERNY-KUREK,2
CZERNY-MUSCAT,2
CZERNY-SCHMIDT,2
CZERNY-SMITH,2
CZERNY-WOJCIECHOWSKA,2
CZERNYLEWSKA,2
CZERNYSZ-CZERNIACHOWSKA,2
CZERNYSZENKO,2
CZERONEK,2
CZERPICKA,2
CZERTACKA,2
CZERTOWSKICH,2
CZERWACKI,2
CZERWENKO,2
CZERWIAKOWSKA-BOJKO,2
CZERWIEC-ROSŁOŃSKA,2
CZERWIEŃCZAK,2
CZERWINCZAK,2
CZERWIŃSKA-BARAN,2
CZERWIŃSKA-BRYŚ,2
CZERWIŃSKA-GALEK,2
CZERWIŃSKA-JANKOWSKA,2
CZERWIŃSKA-KIPA,2
CZERWIŃSKA-KOCIUBA,2
CZERWIŃSKA-KOT,2
CZERWIŃSKA-KOŻUCH,2
CZERWIŃSKA-LEDWIG,2
CZERWIŃSKA-MUCHA,2
CZERWIŃSKA-PYZIK,2
CZERWIŃSKA-ROJEK,2
CZERWIŃSKA-RYBAK,2
CZERWIŃSKA-SMAKOSZ,2
CZERWIŃSKA-SZEWCZYK,2
CZERWIŃSKA-SZYMULA,2
CZERWIŃSKA-WIERTEL,2
CZERWIŃSKA-WOŹNIAK,2
CZERWIŃSKA-WRÓBEL,2
CZERWONKA-ŻAK,2
CZERWONKOWSKA,2
CZERWONOWSKA,2
CZERWONY PAPACHRISTOU,2
CZERZNIEWSKA VEL CZARNECKA,2
CZESNI,2
CZESTYŃSKA,2
CZESZCZYSZYN,2
CZETYROW,2
CZEŃCZAK,2
CZEŚNICKA,2
CZEŚNIKIEWICZ,2
CZEŻYK-ZIELIŃSKA,2
CZIASNOCHA,2
CZIBORSKA,2
CZICZERINA,2
CZIENSKOWSKA,2
CZIERNOK,2
CZIESLIK,2
CZIFRAK,2
CZIKMAKOW,2
CZIMALLA,2
CZIMIENGA,2
CZINGOŃ,2
CZINKE,2
CZIOCH,2
CZIPKO,2
CZIRKÓW,2
CZITZ,2
CZIUDEJ,2
CZIURAKIS,2
CZIŻEWSKA,2
CZMIELORZ,2
CZMILENKO,2
CZMOCZEK,2
CZOBANIAN,2
CZOBOTARIW,2
CZOBOTOWSKA,2
CZOCHUR,2
CZOCZEWSKA,2
CZODROWSKI,2
CZOKAŃCZUK,2
CZOKOW,2
CZOLAS,2
CZOLEK,2
CZONTKOWSKA,2
CZOPCZYŃSKA,2
CZOPEK-ROWIŃSKA,2
CZOPIAK,2
CZOPKOWSKA,2
CZOPNIEWSKA,2
CZORNAJA,2
CZORNIK-SOBALA,2
CZORNOMAZ,2
CZOSEK,2
CZOSKA-TERMAN,2
CZOSNOWSKI,2
CZOŁA,2
CZOŁAK,2
CZOŁPIŃSKI,2
CZTERNASTKIEWICZ,2
CZUBA-CZUBIAK,2
CZUBA-MICHALAK,2
CZUBA-PAWŁOWSKA,2
CZUBA-SIRY,2
CZUBALA-OGRODNICZUK,2
CZUBATNIK,2
CZUBAYKO,2
CZUBAŃSKA,2
CZUBECK,2
CZUBEK DA SILVA,2
CZUBIUK,2
CZUBIŃSKA-KORNATOWSKA,2
CZUCHAJEW,2
CZUCHNO,2
CZUCHNOWSKY,2
CZUCHRAŃ,2
CZUCZKOWSKA,2
CZUCZOŁA,2
CZUCZUJ,2
CZUCZWAŁ,2
CZUDAI,2
CZUDEK-GRZYB,2
CZUDOR,2
CZUDOWSKI,2
CZUHORSKA,2
CZUJESZOWA,2
CZUKANARES,2
CZUKANCEWA,2
CZUKERBERG,2
CZUKU,2
CZUMIŁOWICZ,2
CZUNIKIN VON KRASOWICKA,2
CZUNIKIN VON KRASOWICKI,2
CZUNIKIN-KRASOWICKI,2
CZUPER-SUDNIK,2
CZUPERNATY,2
CZUPIŁKA,2
CZUPKAŁŁO,2
CZUPRIJ,2
CZUPRIS,2
CZUPRITTA,2
CZUPRYN-WIŚNIEWSKA,2
CZUPRYNIN,2
CZUPRYŃSKI,2
CZURAK-STASIUK,2
CZURATIS,2
CZURCZYŃSKA,2
CZURKA,2
CZURLEJ,2
CZURMAN,2
CZUSZAK,2
CZUSZCZAK,2
CZUTA,2
CZUWAJ-BURZA,2
CZUWAK,2
CZUWAŁ,2
CZWALINA,2
CZWAN ALTOBELLI,2
CZWARNO-SIEROŃ,2
CZWELLA,2
CZWENDARUK,2
CZWIELUNG,2
CZWIENK,2
CZWIOROK,2
CZWOR,2
CZWÓRKA,2
CZYBUR,2
CZYBYLSKA,2
CZYCHULSKA,2
CZYCHY,2
CZYCZ-EVANS,2
CZYCZKO,2
CZYCZUŁA,2
CZYCZYN-EJGIRD,2
CZYCZŁO,2
CZYGANOWSKA,2
CZYGĘBSKA,2
CZYHAK,2
CZYHIN,2
CZYKIELSKA,2
CZYKONOW,2
CZYNDACKA,2
CZYNKE,2
CZYNOWSKA,2
CZYPCZAR,2
CZYPINIS,2
CZYPINISZ,2
CZYRKOW,2
CZYRLICKA,2
CZYRNAL,2
CZYRNEK GONÇALVES,2
CZYRNIANSKI,2
CZYRYBA-OTREMBA,2
CZYS,2
CZYSZAKIEWICZ,2
CZYSZCZAN,2
CZYSZKO,2
CZYZ,2
CZYZYK,2
CZYŃSKA-FIAŁKOWSKA,2
CZYŚ,2
CZYŻ-ADAMSKA,2
CZYŻ-GRZESIK,2
CZYŻ-KĘDZIERSKA,2
CZYŻ-MICHOWSKA,2
CZYŻ-MOLENDA,2
CZYŻ-SROKOSZ,2
CZYŻ-ZIELIŃSKA,2
CZYŻEWSKA-DRABIK,2
CZYŻEWSKA-SAWICKA,2
CZYŻEWSKA-SOKÓŁ,2
CZYŻEWSKA-STĘPIEŃ,2
CZYŻMAŃSKA,2
CZYŻOSKA,2
CZYŻOWSKA-ŁAWNICKA,2
CZYŻOŁEK,2
CZYŻYCKI,2
CZYŻYKOWSKA-WÓJTOWICZ,2
CZYŻYSZYN,2
CZYŻYŃSKI,2
CZÓŁKOWSKA,2
CZŁOWIECZEK,2
CZŁOWIŃSKA,2
CÁRDENAS-SŁOWIK,2
CÉSPEDES,2
CÍFER,2
CÎRLIG,2
CÎRMACIU,2
CÎRNU,2
CĂLDĂRARU,2
CĂLDǍRAR,2
CĂLIN,2
CĂLINESCU,2
CĄMBER,2
CĄPAŁA-MAREK,2
CĘBRZYNA,2
CĘCORA,2
CŸKOF,2
D' ASCOLI,2
D'ACQUISTO,2
D'ADDONA,2
D'ADDURNO,2
D'ALESSANDRO,2
D'ALO',2
D'AMELIO,2
D'ANCONA,2
D'ANGIOLO,2
D'APRANO,2
D'ARCHE,2
D'AUBERT,2
D'AUTORIO,2
D'AVANZO,2
D'COSTA,2
D'CUNHA,2
D'ERAMO,2
D'HEILLY-NOWAK,2
D'IPPOLITO,2
D'OCCHIO,2
D'ORAZIO,2
D'ORNELLAS RADZIWIŁŁ,2
D'ORSI,2
D'ORSO,2
D'OULTREMONT,2
D'URSO,2
DA CONCEIÇÃO FÉLIX,2
DA COSTA FERREIRA,2
DA COSTA MOTINK AGOSTINI,2
DA COSTA PINTO,2
DA CUNHA SAMPAIO,2
DA LUZ SANTOS FERNANDES,2
DA RE,2
DA ROS,2
DA ROSA-SOUZA,2
DA SILVA BRAGA ESTEVES,2
DA SILVA DE OLIVEIRA,2
DA SILVA DUTRA,2
DA SILVA FRUTUOSO,2
DA SILVA LARA OZGA,2
DA SILVA OSEKA,2
DA SILVA PEREIRA,2
DA SILVA PINTO,2
DA SILVA SANTOS,2
DA SILVA TEIXEIRA,2
DA SILVA-KASPRZAK,2
DABABSA,2
DABAGH,2
DABARSKA,2
DABBACHI,2
DABBOURA,2
DABCHA,2
DABCHE,2
DABER,2
DABERHUT,2
DABES,2
DABETIC,2
DABI,2
DABIACH-OCIEPA,2
DABOH,2
DABRAN,2
DABRUK,2
DABRYIAN,2
DABRYLKA,2
DABSKA,2
DABWAN,2
DACEJ,2
DACHMAN,2
DACHNER,2
DACHOWSKA-GUZIK,2
DACHTERA-KULIG,2
DACI,2
DACIER,2
DACIUKOWSKA,2
DACKO-KOZŁOWSKA,2
DACKOW,2
DACKUS,2
DACUS,2
DADAJAN,2
DADASHEV,2
DADAŚ-SZCZERBICKA,2
DADCI,2
DADDI,2
DADI,2
DADIALA,2
DADIANI,2
DADLEZ,2
DADO,2
DADOUSH,2
DADOYAN,2
DADOŚ,2
DADRZYŃSKA,2
DADSON,2
DADSWELL,2
DADVANI,2
DADYAK,2
DADYALIOĞLU,2
DAFALAKU,2
DAFCZYŃSKA,2
DAFNA,2
DAFOWSKA,2
DAGAIR,2
DAGAMA,2
DAGASH,2
DAGAZIEVA,2
DAGDE,2
DAGHFAL,2
DAGNIEWSKA,2
DAGRÉE,2
DAHAYEVA,2
DAHCHE,2
DAHDA,2
DAHDAH,2
DAHKOUR,2
DAHLA,2
DAHLBORG,2
DAHLEM,2
DAHLEN,2
DAHLIG,2
DAHLKE-KUREK,2
DAHLKE-ORSKA,2
DAHLMANNS,2
DAHMKE,2
DAHNCKE,2
DAHRUP,2
DAICZ,2
DAIGNEAU,2
DAIGNEAULT,2
DAILLEAU,2
DAIMOND,2
DAIN,2
DAINCZYK,2
DAINTY,2
DAIRAINE,2
DAIT,2
DAIZE,2
DAJA,2
DAJBOREK,2
DAJCH,2
DAJLUDZIONEK,2
DAJMER,2
DAJNEKO,2
DAJWOREK,2
DAKHIL,2
DAKHKILGOVA,2
DAKHNEVSKA,2
DAKHOUCHE,2
DAKI,2
DAKIN,2
DAKIR,2
DAKIĆ,2
DAKO,2
DAKOS,2
DAKOWITZ,2
DAKWAR,2
DAL CIN,2
DAL MASO,2
DAL POS,2
DAL ZOTTO,2
DAL'LIN WISNIEWSKI,2
DALALYAN,2
DALAVURAK,2
DALDA,2
DALDALIAN,2
DALEBOUT,2
DALECKA-DANIELEWICZ,2
DALEKI CEBALLOS,2
DALENKO,2
DALESKE,2
DALET DETRY,2
DALETSKAYA,2
DALETZKA,2
DALHAV,2
DALHOFF,2
DALI,2
DALI MARYOUSH,2
DALIDOVICH,2
DALKA-CZOPROWSKA,2
DALKOWSKI,2
DALLA VILLA,2
DALLA-VECCHIA,2
DALLAGASSA EICKHOFF,2
DALLAKYAN,2
DALLAKYAN-GHEVONDYAN,2
DALLAMORE,2
DALLAPOZZA,2
DALLMAJER,2
DALLOLIO,2
DALLY,2
DALMASSO,2
DALPIAZ,2
DALRYMPLE,2
DALSBOEL,2
DALTI,2
DALZIEL,2
DAM THI,2
DAMAN,2
DAMANSKIS,2
DAMARAD,2
DAMARJIAN,2
DAMASCHINA,2
DAMASKINOS,2
DAMASTY,2
DAMBACHER,2
DAMBECK,2
DAMBEK-MACHEL,2
DAMBRINE,2
DAMBROUSKA,2
DAMBSKI,2
DAMBÖCK,2
DAMER-ŁAKOMSKA,2
DAMEROW,2
DAMIAN NUÑEZ,2
DAMIAN SILVA,2
DAMIANIDIS,2
DAMIJAN-JABŁOŃSKA,2
DAMIR,2
DAMJANOVICH,2
DAMJANOWSKI,2
DAMKE,2
DAMMEKENS,2
DAMMEYER,2
DAMMINGER,2
DAMMRATH,2
DAMMŰLLER,2
DAMOWSKA,2
DAMPC-WOŚ,2
DAMPS-GOŁACKA,2
DAMRATH-MARNIKOWSKA,2
DAMS-RUTKOWSKA,2
DAMULIDU,2
DAMURSKA,2
DAMYANOV,2
DAMZYN,2
DAMĘTKO-MRÓZ,2
DANAEI,2
DANC,2
DANCERT,2
DANCHAUER,2
DANCHURA,2
DANCHYN,2
DANCHYSHYN,2
DANCIG,2
DANCKIER,2
DANCO,2
DANCZ,2
DANCZAK,2
DANCZIGER,2
DANDA,2
DANDASZOVA,2
DANDEK,2
DANDERSKA,2
DANDU,2
DANEKINA,2
DANELCHYK,2
DANELCZYK-LITWICKA,2
DANEMAN,2
DANENHAUER,2
DANESH,2
DANETZKI,2
DANEŠOVÁ,2
DANG QUOC,2
DANGADZE,2
DANGBE,2
DANGIEL,2
DANGĂ,2
DANH,2
DANHAUSER,2
DANHEL,2
DANHO,2
DANHOFFER-PASEK,2
DANIA-WILK,2
DANIAK,2
DANICHEVA,2
DANIEL-DANIELSKA,2
DANIELCZENKO,2
DANIELCZYK-KOROLKO,2
DANIELEWICZ-JANIEC,2
DANIELEWICZ-MAKARUK,2
DANIELEWSKA-NOWAK,2
DANIELKOWSKA-KOSZELA,2
DANIELOVA,2
DANIELSKA-BUSCH,2
DANIELSON,2
DANILCHYK,2
DANILEJKO,2
DANILENKA,2
DANILEVYCH,2
DANILEWICZ-CEGLIŃSKA,2
DANILEWICZ-WÓJCIAK,2
DANILIK,2
DANILINA,2
DANILISHYNA,2
DANILISZYNA,2
DANILIUC,2
DANILIŞIN,2
DANILKEVICH,2
DANILKOVA,2
DANILKOWICZ,2
DANILOVSKA,2
DANILUK VEL DANIŁOW,2
DANILUK-DUPLA,2
DANILUK-LIS,2
DANISH,2
DANISZEWSKI,2
DANITA,2
DANITSKA,2
DANIUCHENKO,2
DANIUK-PTAK,2
DANIËLS,2
DANIČIĆ,2
DANIŁOWSKA-KULETA,2
DANIŁOWSKI,2
DANIŁŁO,2
DANIŁŁOWICZ,2
DANIŞMAN,2
DANKANYCH,2
DANKENBRING,2
DANKEWYCZ,2
DANKIEWITSCH,2
DANKIVSKA,2
DANKOVÁ,2
DANKOWSKA-GRĄDZKA,2
DANKS,2
DANKWA,2
DANOWSKA-FOBKA,2
DANOWSKA-SUCHOCKA,2
DANSCH,2
DANSHANINA,2
DANSON,2
DANTAS,2
DANTUS RABINOVITZ,2
DANTVED,2
DANULL,2
DANYAL,2
DANYK,2
DANYLEC,2
DANYLEYCHENKO,2
DANYLICKA,2
DANYLIVSKA,2
DANYŁOW,2
DANZA,2
DANZON,2
DAO NGOC,2
DAO THI KOZŁOWSKA,2
DAO VAN,2
DAOU,2
DAOUD GHADIEH,2
DARA-PHOMMAVONG,2
DARAHAKUPETS,2
DARAKIEWICZ-SZWAJA,2
DARANUTA,2
DARAOUI,2
DARASHKOVA,2
DARASHUK,2
DARAWSHA,2
DARBAIDZE,2
DARCHIA,2
DARCHIASHVILI,2
DARCHYK,2
DARCHYN,2
DARCZAK,2
DARDACKA,2
DARDAEVA,2
DARDANO,2
DARDASAWY,2
DARDENNE,2
DARDOUR,2
DARDZYŃSKA,2
DAREVISH,2
DARGACZ JESCHKE,2
DARGACZ-ROGOWSKA,2
DARGE,2
DARGIE,2
DARGIEWICZ-SERWATKO,2
DARIA,2
DARIANI,2
DARIBAZARON,2
DARIE,2
DARIJ,2
DARIJANI,2
DARISUREN,2
DARIU,2
DARIUS,2
DARKO,2
DARKOVYCH,2
DARLAK,2
DARLEY,2
DARMIŃSKA,2
DARMOGRAI,2
DARMORYS,2
DARMSTÄTTER,2
DARMSZTETER,2
DARMÉ,2
DARNELL,2
DAROGA,2
DARON CASTILLO,2
DAROSHKA,2
DAROUSI,2
DARRAH,2
DARRAJ,2
DARRAT,2
DARROCH,2
DARSICKA-MĄCZKA,2
DARSKA-WALKUSZ,2
DART,2
DARTSCHT,2
DARUHA,2
DARVAS,2
DARWAJ,2
DARWEESH,2
DARWICZ,2
DARWISCH,2
DARWOOD,2
DARĢELE,2
DARŁAK-ŚWISTAK,2
DAS-GUPTA,2
DASARI,2
DASCHIEVICI,2
DASHBOLD,2
DASHCHAK,2
DASHDAVAA,2
DASHDONDOV,2
DASHJA,2
DASHKUEVA,2
DASHNYAM,2
DASHTU,2
DASHYNSKA,2
DASHYNYCH,2
DASI,2
DASIC,2
DASIK,2
DASIOS,2
DASOWICZ,2
DASSA,2
DASSANAYAKE MUDIYANSELAGE,2
DASSAU,2
DASSLER,2
DASSONVILLE,2
DASTAN,2
DASTEK,2
DASTIK,2
DASZCZENKO,2
DASZKIEWICZ-CELMEROWSKA,2
DASZKIEWICZ-CZAJKOWSKA,2
DASZKIEWICZ-GĄSIOROWSKA,2
DASZKIEWICZ-HALLMAN,2
DASZKIEWICZ-KONIECZNA,2
DASZKO-MICHALAK,2
DASZKO-SZPRYNGWALD,2
DASZKOWSKA-GIORGIEV,2
DASZYKOWSKI,2
DATAEVA,2
DATHE,2
DATII,2
DATKOWSKA,2
DATSENKA,2
DATSUK,2
DATSUN,2
DATYSGELD GUZMAN,2
DAUBE,2
DAUBIGNY,2
DAUC,2
DAUENGAUER,2
DAUGNORAS,2
DAUHALEVICH,2
DAUHILEVICH,2
DAUKRZEWICZ,2
DAUKSHYS,2
DAULETKULOVA,2
DAULIASHEVICH,2
DAULL,2
DAUMAN,2
DAUMAS,2
DAUME,2
DAUNHEIMER,2
DAUPHIN,2
DAUSKARDT,2
DAUSORT,2
DAUVERGNE,2
DAVAA,2
DAVAADORJ,2
DAVAASAMBUU,2
DAVAASUREN,2
DAVANTIN,2
DAVARA,2
DAVARI,2
DAVCHEVSKA,2
DAVENHILL,2
DAVERN,2
DAVIDGE,2
DAVIDKANU,2
DAVIDOF,2
DAVIDOVICH CUSNIR,2
DAVIDOWICZ,2
DAVIDTASHVILI,2
DAVITADZE,2
DAVITAIA,2
DAVLETMIRZAEVA,2
DAVLETMURZAEVA,2
DAVOINE,2
DAVRISHEVA,2
DAVYDA,2
DAVYDCHENKO,2
DAVYDIAK,2
DAVYDKO-PLOTSIDYM,2
DAVYDOUSKAYA,2
DAVYDOV,2
DAVYDOVA-DOMINIAK,2
DAVYMUKA,2
DAVYSKYBA,2
DAVÍDEK,2
DAWAD,2
DAWAYME,2
DAWE,2
DAWER,2
DAWHANIUK,2
DAWID-CIESIELSKA,2
DAWID-WOJCIECHOWSKA,2
DAWID-ŻABA,2
DAWIDAJTYS,2
DAWIDCZUK,2
DAWIDCZYŃSKA,2
DAWIDIAN,2
DAWIDKOWSKA,2
DAWIDONIS,2
DAWIDOWICZ VAŠKOVA,2
DAWIDOWICZ-JASIONEK,2
DAWIDOWICZ-LENARCZYK,2
DAWIDOWSKA-ZIĘBA,2
DAWIS,2
DAWNER,2
DAWODU,2
DAWOUDI,2
DAWYDENKO,2
DAYA,2
DAYIOĞLU,2
DAZA MEJIA,2
DAZE,2
DAZHUK,2
DAZLEY,2
DAČEVIĆ,2
DAĞDELEN,2
DAĞDEVIREN,2
DAĞLI,2
DAŁEK-TUREK,2
DAŁKOWSKI,2
DAŁĘCKA,2
DAŃCZYK-NIELSEN,2
DAŠIĆ,2
DAŠKEVIČ,2
DBORKIN,2
DE ABGARO-TERLECKA,2
DE AGRELA,2
DE AGUIRRE,2
DE ALBUQUERQUE,2
DE ALMEIDA KROCHMAL,2
DE ALMEIDA SILVA,2
DE ALMEIDA SOUZA DO CARMO,2
DE ALMENDRA,2
DE ANDRADE MAGGIONI,2
DE ANDRADE PONTES,2
DE ANNA,2
DE ARAUJO,2
DE ARAUJO SILVA,2
DE ARAÚJO,2
DE ASSIS SANTOS,2
DE ASTIS,2
DE AZEVEDO SCHWARZSTEIN,2
DE BARROS CANHA,2
DE BARROS WAKS,2
DE BARTOLI,2
DE BARTOLOMEI,2
DE BEL AIR,2
DE BELDER,2
DE BELLO,2
DE BENITO,2
DE BERAIL,2
DE BERG,2
DE BEVER,2
DE BIENASSIS DE CAULUSON MAI,2
DE BLANCHE,2
DE BLANKEN,2
DE BLASIIS,2
DE BLICK,2
DE BOECK,2
DE BOK,2
DE BONO,2
DE BOOTMAN,2
DE BRITO,2
DE BRITO KOWALSKI,2
DE BROEKERE,2
DE BROUWER,2
DE BRUYCKER,2
DE BURGHGRAEVE,2
DE CABO RAJCZYK,2
DE CAMPOS BRANCO STANKIEWICZ,2
DE CANDIA,2
DE CAO,2
DE CAPRIO,2
DE CARTON,2
DE CARVALHO SOARES DIAS,2
DE CESERO,2
DE COCK,2
DE COLOMBE,2
DE COMARMOND,2
DE COSTA,2
DE COURTOIS D'ARCOLLIÈRES,2
DE CRESCENZO,2
DE CRISTOFARO,2
DE CURIERES-DE CASTELNAU,2
DE DECKER DE BRANDEKEN,2
DE DIOS DE DIOS-TUROWSKA,2
DE FAVERI,2
DE FEBER,2
DE FEUDIS,2
DE FIGUEIREDO,2
DE FILIPPO,2
DE FREITAS PEREIRA,2
DE GAMBE,2
DE GIORGI,2
DE GODT,2
DE GORTER,2
DE GRAAFF,2
DE GRAAUW,2
DE GRABLA MŚCISZEWSKA,2
DE GRANDI,2
DE GREEF,2
DE GROEN,2
DE GRUCHY,2
DE GUDZIEMBA-GIEROWSKA,2
DE GUIDO,2
DE HAES,2
DE HALLEUX,2
DE HAVILLAND,2
DE JESUS ALVAREZ,2
DE JESUS FRANCISCO,2
DE JONGH,2
DE JONGHE,2
DE KEYSER,2
DE KEYZER,2
DE KLOET,2
DE KONINCK,2
DE KORTE,2
DE KRUIJFF,2
DE KWAADSTENIET,2
DE LA CROPTE DE CHANTÉRAC,2
DE LA PARRA LÓPEZ,2
DE LA ROCHEBROCHARD,2
DE LA ROSSAT,2
DE LA RUBIA,2
DE LAFORCADE,2
DE LAS CASAS,2
DE LAURO,2
DE LE ROI,2
DE LEHENSTEIN-BROŃKA,2
DE LELLIS,2
DE LENARDIS,2
DE LEUSSE,2
DE LEVAL JEZIERSKI,2
DE LEÓN,2
DE LIMA GRYNSZPAN,2
DE LINK LENCZOWSKA,2
DE LLAGO ANDRZEJCZAK,2
DE LLOPART-MASCARÓ-GUZEK,2
DE LORENZI,2
DE LUBICZ JAWOROWSKA,2
DE LUBOMIRZ-TRETER,2
DE LUCAS-ZGRYZA,2
DE LUNA,2
DE MAEYER,2
DE MAISTRE,2
DE MAN,2
DE MATOS PESTANA,2
DE MATTOS SZWARCMAN,2
DE MEHLEM-BARABAŚ,2
DE MEIJ VAN STREEFKERK,2
DE MELLO,2
DE MELO COELHO CARDOSO,2
DE MENDOZA,2
DE MEO,2
DE MEYER,2
DE MICHELIS,2
DE MONTMOLLIN,2
